key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r3-qwen3_8b-s0667-exposed,3,qwen3:8b,667,exposed,exposed,14003,2023-10-29,2023-10-30,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4665560759603977,1929,99,stop,aeb568c81e86d14f94933d07bb1993c0776c1d27bf5d0841f7860db55e65d7cc,8f4a5f45026bfffae6ba60b793b7d9c92e7af7315864819f6d80b117df8c668e,False,BTC,0.9991680555548684,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001031|episode-001030|episode-000748,0.4859092757818449,0.5
r3-qwen3_8b-s0667-hidden,3,qwen3:8b,667,hidden,exposed,14004,2023-10-29,2023-10-30,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.347355928272009,1158,46,stop,61b6073dab582e813b7c5a5cf8741fae8427d7f052f6eeb1a2dca55a24a70091,e6d6d255ab2bd1c4442982dbf80cc7a886d47e0fcbdf403e63ee9c008cdf197a,False,ABSTAIN,0.999,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4588518692440473,0.45
r3-qwen3_8b-s0500-hidden,3,qwen3:8b,500,hidden,hidden,14005,2023-05-15,2023-05-16,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3504502978175879,1172,46,stop,8aa806523968ee6536c8747b6d6056dd443caff47bdd41e1e276f1bd3d011c70,8cc72c16ba2e5ef3317441f8c70c44ee95c0c2e511d6ad170298bf56c6a53e15,False,ABSTAIN,0.986,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4792932114739558,0.5
r3-qwen3_8b-s0500-exposed,3,qwen3:8b,500,exposed,hidden,14006,2023-05-15,2023-05-16,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.894746547564864,1961,125,stop,7e5f00526879d7045c985fcd9a515ee177362e96878620f059ca558c806674be,018637f7e1a03294765edb25bddb5ec2e491ae5cc827b88d15bcd1ebfb3bcefa,False,ABSTAIN,0.6314024643784618,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|INSUFFICIENT_EVIDENCE,episode-000864|episode-000863|episode-000327|episode-000328|episode-000794,0.4792932114739558,0.5
r3-qwen3_8b-s0112-exposed,3,qwen3:8b,112,exposed,exposed,14007,2022-04-22,2022-04-23,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.052004598081112,1903,60,stop,d02a0d1991ca1001136b0d3ac87b79c06da06e87f4733ffe63ac8fc266156d48,253c1aa10adfa798cd0b793b6731426ffb35e72cfca52000de591797c01d5ce0,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4599198210833267,0.45
r3-qwen3_8b-s0112-hidden,3,qwen3:8b,112,hidden,exposed,14008,2022-04-22,2022-04-23,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3810707796365023,1172,45,stop,d6c85a31ffd493c6804f48d970cc42c3e90ee1becd25324cd17504becc9647c6,3b13ea115f4ebe84153d80f5cd5cc18942eaa37ae3b4c6138626e17fb5b04731,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4599198210833267,0.45
r3-qwen3_8b-s1056-exposed,3,qwen3:8b,1056,exposed,exposed,14009,2024-11-21,2024-11-22,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.472123159095645,1967,99,stop,cd0f316d6f95f23fdd718baa0a529d4f518dd8f1b180de5dd2b0aeb02b4246a3,bf73ab4db4f87916058df18d8b64772a6b1a37ec1e82820fa9f0bc2daade89ee,False,BTC,0.999999879860812,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001165|episode-001164|episode-001167,0.4668915852436468,0.45
r3-qwen3_8b-s1056-hidden,3,qwen3:8b,1056,hidden,exposed,14010,2024-11-21,2024-11-22,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7513512447476387,1159,70,stop,146d88221e36a0b52b4c345864193fd86891b3948053fc98d8eecacefbd0dc39,8980ece5e9c9ed561eaf1999edd056c3b9eb349657af6e89e1a33621ad8dc785,False,BTC,0.999999879860812,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.4668915852436468,0.45
r3-qwen3_8b-s0594-exposed,3,qwen3:8b,594,exposed,exposed,14011,2023-08-17,2023-08-18,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.882588069885969,1946,124,stop,65026257de0cf5912aac3203100ac4610fb1c15430cc62c5d4a30936e09f7313,77b0ef42bab84a04eb894ecf6bb21c5a257a68122e393f58fd9d3e48e15eda70,False,ABSTAIN,0.9390223261819532,HIGH_VOLATILITY|DRAWDOWN_RISK|INSUFFICIENT_EVIDENCE,episode-000861|episode-000860|episode-000325|episode-000795|episode-000115,0.4702436373036893,0.45
r3-qwen3_8b-s0594-hidden,3,qwen3:8b,594,hidden,exposed,14012,2023-08-17,2023-08-18,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.5960303414613008,1174,59,stop,b040534dba14fcd662c8cf7447c6d576b4b5dec1e4229cf19ec27e58edab8b5f,5b271a19f048255f14d9d49f887622f2b172c448b4f9afc022bff2e025a2f3de,False,ABSTAIN,0.85,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4702436373036893,0.45
r3-qwen3_8b-s1207-hidden,3,qwen3:8b,1207,hidden,hidden,14013,2025-04-21,2025-04-22,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7655532155185938,1171,71,stop,1ec86dc9b9e4ba100202b146074adbd1b061ecafc64e43e103c461d4a2553f84,b4bc4200b5082bdc2513c8392a24c21ec4dff8b72adf89273c5b6602b41e260e,False,ABSTAIN,0.9886189803752674,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,,0.4220680025332243,0.4
r3-qwen3_8b-s1207-exposed,3,qwen3:8b,1207,exposed,hidden,14014,2025-04-21,2025-04-22,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.725249284878373,1956,120,stop,b1714b41482c60ba6bcab398e9364360cde6b1e3e2d633d1f843135b3461a1e6,d8f747109309478a8d9ea62b5f3d122287e5f49a87332a2f65111df1a1d3cbe2,False,ABSTAIN,0.9886189803752674,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-001356|episode-001232|episode-000329|episode-000900|episode-000898,0.4220680025332243,0.4
r3-qwen3_8b-s0230-hidden,3,qwen3:8b,230,hidden,hidden,14015,2022-08-18,2022-08-19,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.8882159907370806,1173,71,stop,b294db15745cc49e47cfd4c7dc00a69a914476cdeb9021d1c5150961bf25fee7,d792ba4c41710d8a19cb8d60866e5786b08cbaeb16ffe9905f77f868ec9b65a2,False,ABSTAIN,0.992315829381128,HIGH_VOLATILITY|BULLISH_ROUTER|DRAWDOWN_RISK,,0.4077442984573205,0.4
r3-qwen3_8b-s0230-exposed,3,qwen3:8b,230,exposed,hidden,14016,2022-08-18,2022-08-19,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.448938863351941,1937,98,stop,371d4f20bc90e16cc35530ddd3aa43ae2e06403669a379bb94924984c7e255f6,58e77069ed29eb3070ed62b4d40334d781f4db2e20bc1792db64f1e0e0266c2e,False,CASH,0.992315829381128,HIGH_VOLATILITY|DRAWDOWN_RISK|HIGH_VOLATILITY,episode-000594|episode-000583|episode-000410,0.38735708353445447,0.4
r3-qwen3_8b-s0638-exposed,3,qwen3:8b,638,exposed,exposed,14017,2023-09-30,2023-10-01,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.8667517229914665,1962,123,stop,28a10121d08454ad83a907beb2c57351310c9829986376515e8d2b0b887ea003,5bcef06f9c3ba131b60a9eac63a0bee06fa3dcac6e344fbce0729446133f7699,False,ABSTAIN,0.9813559458717328,HIGH_VOLATILITY|DRAWDOWN_RISK|INSUFFICIENT_EVIDENCE,episode-000994|episode-000996|episode-001002|episode-000675|episode-000676,0.4591833108518649,0.45
r3-qwen3_8b-s0638-hidden,3,qwen3:8b,638,hidden,exposed,14018,2023-09-30,2023-10-01,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.8586228899657726,1175,74,stop,850b0951ba5e6541aa071231d0546ecd22ee53893bc43d6a9305c715579efdd5,434f7339d0a94a0a85cd5a0ee08b530bf2d9e0ebb6892fdadc254c646761faf4,False,ABSTAIN,0.9813559458717328,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4591833108518649,0.45
r3-qwen3_8b-s0882-hidden,3,qwen3:8b,882,hidden,hidden,14019,2024-05-31,2024-06-01,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3944216258823872,1173,50,stop,6eec269ace355cce1ff694db55137f74a40d9d667ea9cfa3f743b0a04fd60208,84535de7be8cb61db4396b0a1f4d59837c7cb2a682afbd012d4f85b50bd0c383,False,ABSTAIN,0.65,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4537211394638681,0.45
r3-qwen3_8b-s0882-exposed,3,qwen3:8b,882,exposed,hidden,14020,2024-05-31,2024-06-01,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.5841121431440115,1962,102,stop,310c589171b5b621174fc4b42828a3ad979c62e331986449cf8644d4da724a87,9cf20352d14f5b7b4969758f012d3ed58e06defe3f92a5bb5ac7da9accb8ae9c,False,ABSTAIN,0.9081406265391978,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-001246|episode-001240|episode-000458,0.4537211394638681,0.45
r3-qwen3_8b-s0676-exposed,3,qwen3:8b,676,exposed,exposed,14021,2023-11-07,2023-11-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4457269348204136,1936,98,stop,4af50ffcd0b3ab8531c9cf9a0b64c8ba834c471f46563c47d9b8c9a32e3c2a4f,99edcfd227e882de81cdb7f5d4efebcf35c8158cc3e519d71d94277324373e98,False,BTC,0.999880472131332,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001040|episode-001039|episode-001038,0.48590887489721807,0.5
r3-qwen3_8b-s0676-hidden,3,qwen3:8b,676,hidden,exposed,14022,2023-11-07,2023-11-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.8307055048644543,1160,69,stop,c707dbd3039f41f33609ba5634bae8cb97e949ada464e22934f9d69a9714cb38,9403b7414e84bb728624458aeb95bf37ee747bfc8754c7cbf9aefeb67004bec1,False,BTC,0.999880472131332,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.48590887489721807,0.5
r3-qwen3_8b-s0237-hidden,3,qwen3:8b,237,hidden,hidden,14023,2022-08-25,2022-08-26,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.4457525219768286,1177,58,stop,d592382c0eb7fc2c8cf9b9a29c6cfb74cc2e83c03e9db3e428e9c92db3a16f2c,a296c460f5d6428ea7804fa57192b6141a89a3c08394c53623d45a72d60aaf5a,False,ABSTAIN,0.9997321895665928,BEARISH_ROUTER|HIGH_VOLATILITY,,0.4071996400669043,0.4
r3-qwen3_8b-s0237-exposed,3,qwen3:8b,237,exposed,hidden,14024,2022-08-25,2022-08-26,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.614487662911415,1951,120,stop,36bc7d27dbf03eb74741419a63122a3ec171ee2c16eea8fae72e0021cba3632b,2ee5737200dd02ff8242ae321affb8b03e37f03095db5af39a0a10f2d968b47e,False,ABSTAIN,0.9997321895665928,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000601|episode-000420|episode-000416|episode-000368|episode-000600,0.4071996400669043,0.4
r3-qwen3_8b-s0339-exposed,3,qwen3:8b,339,exposed,exposed,14025,2022-12-05,2022-12-06,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.8842302206903696,1965,132,stop,4c3684f9fe1769316645f852204f583b8d69b7736d5cf2f0f6f7b28d67e88975,3bd98a530b63710c41584e706fb5c476f745668431ee2d3e8b4f26d622352674,False,CASH,0.9990727893663376,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-000703|episode-000699|episode-000697|episode-000685|episode-000701,0.3609888454482582,0.35000000000000003
r3-qwen3_8b-s0339-hidden,3,qwen3:8b,339,hidden,exposed,14026,2022-12-05,2022-12-06,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3963400982320309,1189,46,stop,f68eea093a850686ecd5b2f823deaab231e92740860914bcf3679bf9cb67fa93,b7825632ca917f971a16f1a17f50e9c5053eebe962f1e9dab972b872acc6f5f8,False,CASH,0.999,HIGH_VOLATILITY|DRAWDOWN_RISK,,0.3609888454482582,0.35000000000000003
r3-qwen3_8b-s0815-exposed,3,qwen3:8b,815,exposed,exposed,14027,2024-03-25,2024-03-26,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.447545289993286,1984,99,stop,fd18a2f424bb0e18608ce5f6ba3a8d047955a4cce40506e5aea4226b7756e7cf,50aae8eb9c00641ef8849cc19cd3cff53e1d5d83ff6fb82a9de10f959a79935d,False,BTC,0.9999517390958548,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001179|episode-000067|episode-000296,0.4752426757627477,0.5
r3-qwen3_8b-s0815-hidden,3,qwen3:8b,815,hidden,exposed,14028,2024-03-25,2024-03-26,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.4927417282015085,1173,59,stop,e3842f9bb0f69f7081c1b20502da86cfa1459ee64b8993c389f7d78e226f81f6,814eef9ea02f60e930c67b3238abefef1f7859aecf2422385b29390a2141ab5d,False,ABSTAIN,0.9999517390958548,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.447623869223945,0.45
r3-qwen3_8b-s0886-hidden,3,qwen3:8b,886,hidden,hidden,14029,2024-06-04,2024-06-05,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3462639413774014,1174,49,stop,1f5a07fbb75bbc316185289f5b92b28c27c0d417f071c4d1902ce9bae2755a02,f295d5be76593ee39e57b3d095c25015d8ccd483b85849d65a0c68df5418ff25,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4516953944218425,0.45
r3-qwen3_8b-s0886-exposed,3,qwen3:8b,886,exposed,hidden,14030,2024-06-04,2024-06-05,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.891616612672806,1942,125,stop,4e6a7c0985f5438022779a8642025e7e962ab42ee1322dc8890700686ec9119b,d519963ba73d18531e870f5851e2538ae75ea8feaa157a617869fd81e3243cf9,False,ABSTAIN,0.7841058543579545,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|INSUFFICIENT_EVIDENCE,episode-001243|episode-001010|episode-001132|episode-001248|episode-001005,0.4516953944218425,0.45
r3-qwen3_8b-s0455-hidden,3,qwen3:8b,455,hidden,hidden,14031,2023-03-31,2023-04-01,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7222387231886387,1164,65,stop,f7cfd836cfe203283f25d01bc398bde4a8df6555400800f1f9675d1e2f0e12e7,66bbc6f208f36cf94956bc591348fbf7b3e4cbe89016bc0e4ea1c3812d34b552,False,BTC,0.9932790126041584,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.4916297140746572,0.5
r3-qwen3_8b-s0455-exposed,3,qwen3:8b,455,exposed,hidden,14032,2023-03-31,2023-04-01,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4833490401506424,1939,99,stop,e326a6ddf6310eb90a81f3dc97d3d73959aa25a948644ad84aec270469175f5d,77f6c991386e5460c57a6917b212af48f4a50bd43f47d84128e4ecfb204a63e8,False,BTC,0.9932790126041584,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-000093|episode-000094|episode-000095,0.4916297140746572,0.5
r3-qwen3_8b-s0993-exposed,3,qwen3:8b,993,exposed,exposed,14033,2024-09-19,2024-09-20,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.7587099876254797,1931,122,stop,39c8ece836096d3dd9a2f74856ac606c235ffacf746330ac02cceaa3f90a1bba,f5fb8938f56e4ba36a06f6ebd15fa29b6400b5ded3f941a628e278acaa5e398a,False,ABSTAIN,0.9868282582000852,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-001357|episode-001235|episode-000901|episode-001353|episode-000261,0.433461180998999,0.45
r3-qwen3_8b-s0993-hidden,3,qwen3:8b,993,hidden,exposed,14034,2024-09-19,2024-09-20,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.852797182276845,1167,74,stop,21d8c43db90801edc32f19d8a13c1c6a058c06f63e4f2bd610c0f7020ee41ebb,8e85fe6c297ef4db30784959d0fdd2ab82fbd2d2e8065fa656535cb14fa51fb3,False,ABSTAIN,0.9868282582000852,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.433461180998999,0.45
r3-qwen3_8b-s1009-hidden,3,qwen3:8b,1009,hidden,hidden,14035,2024-10-05,2024-10-06,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3834229968488216,1177,51,stop,40fddd64e2ebead4d8e82aa730650cd9c15ffa369346c1493e3951bee9e9c87b,cc0c206dccdd91ad24fa57ed5c4eecf295e833465ff446380367b0379724344c,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|INSUFFICIENT_EVIDENCE,,0.4313474153640013,0.45
r3-qwen3_8b-s1009-exposed,3,qwen3:8b,1009,exposed,hidden,14036,2024-10-05,2024-10-06,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.2293985206633806,1931,89,stop,6c13d022dd8ae58eeb10835cf54c7ae2ca0e0ed6f3979d9b7e9b85a7f3743482,0b8c0f81647eb292076faa52ef9c604b4097798208fd962ec1582b8fddbbbf75,False,ABSTAIN,0.7889316657620598,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,episode-001373|episode-001244|episode-001014,0.4313474153640013,0.45
r3-qwen3_8b-s0011-hidden,3,qwen3:8b,11,hidden,hidden,14037,2022-01-11,2022-01-12,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.499799268320203,1176,119,stop,6521d7726b15c68ad03b0450bdfb1851b9284a39437b757293a7d3c8f4032540,a76d714c930d548dc1d6f4272a7dc13d1f93c45f0fabc53313ae6199bfba5e5d,False,ABSTAIN,0.9999729360896792,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,,0.4729513392090916,0.45
r3-qwen3_8b-s0011-exposed,3,qwen3:8b,11,exposed,hidden,14038,2022-01-11,2022-01-12,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.70466485992074,1952,121,stop,2aa43aa801b484b2433f0fabcf145b55320926734f5eda33286dc17c3b78030f,204ab81fb1d2b327986fe00e394f2519738f2138babdef5d3a590d83fd5654b8,False,ABSTAIN,0.9999729360896792,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000370|episode-000371|episode-000375|episode-000372|episode-000364,0.4729513392090916,0.45
r3-qwen3_8b-s0000-exposed,3,qwen3:8b,0,exposed,exposed,14039,2021-12-31,2022-01-01,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.726490456610918,1954,120,stop,fe85a679793696baf003b89fd5c8da406e21d963e8905991cd4e2bc69a006fc3,6d1b8f58a761f34e09ca12d18e4a2374e54f48e00f0bd8c218900660fb54a30b,False,ABSTAIN,0.9994461744170664,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000364|episode-000353|episode-000352|episode-000363|episode-000347,0.4729553789241157,0.45
r3-qwen3_8b-s0000-hidden,3,qwen3:8b,0,hidden,exposed,14040,2021-12-31,2022-01-01,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.5748068131506443,1180,59,stop,a27cd0ff2a29c38d78b30517113c7b89bf29f48d4e71916a36fef9cddc503b69,132d194c124ec64f5dff1e1e8997c64fe4667309a5f52400287e25231ef0d7f0,False,ABSTAIN,0.9994461744170664,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4729553789241157,0.45
r3-qwen3_8b-s0655-exposed,3,qwen3:8b,655,exposed,exposed,14041,2023-10-17,2023-10-18,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.197296591475606,1967,88,stop,61188c27154826b455f69223b07b6eea1413ba916977b9210807db6e0ca8feb8,bce0e0c6da72db1ab27aa2043d6be03470972de98bbb31394e51dc0213f1b4f0,False,ABSTAIN,0.5307045260428545,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-000929|episode-000846|episode-000853,0.4591634465999658,0.45
r3-qwen3_8b-s0655-hidden,3,qwen3:8b,655,hidden,exposed,14042,2023-10-17,2023-10-18,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.369528591632843,1179,47,stop,dc3c4213bb95a7986001155c8eef9a40bf3d087b605668e7fb221333aa4c2296,fba7010b10ba050899cc4721177f91dd37c66a1662de38207a416a53ae719230,False,ABSTAIN,0.5307,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4591634465999658,0.45
r3-qwen3_8b-s0259-exposed,3,qwen3:8b,259,exposed,exposed,14043,2022-09-16,2022-09-17,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.8100040033459663,1950,120,stop,a25f446eff54674193280a5849f3da4fd5ad84c2aabd879848c2116176908c97,d1763362d81a6bae2ba53fc7432b9ca6ce8cfa4026edcec579af94cb9ab29e0e,False,ABSTAIN,0.9999604791778715,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000272|episode-000434|episode-000366|episode-000433|episode-000364,0.3959888657874752,0.4
r3-qwen3_8b-s0259-hidden,3,qwen3:8b,259,hidden,exposed,14044,2022-09-16,2022-09-17,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.4652369059622288,1182,58,stop,965b3ef689875fb4154325a32dd34e2e5f2ea9de1b1ecb3cad08e1ed3ace4bee,f2c06bc98763559f1a24ab0e07084bcc124755f3700c71d291af7427a84a0daa,False,ABSTAIN,0.9999604791778715,BEARISH_ROUTER|HIGH_VOLATILITY,,0.3959888657874752,0.4
r3-qwen3_8b-s1123-exposed,3,qwen3:8b,1123,exposed,exposed,14045,2025-01-27,2025-01-28,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.2769833877682686,1983,76,stop,7912a209fd639939c17e60e6a5fef15bd8a63a0456c0bee689bcec1e0d0c3e21,183552d8d308f44e518350c3e75c666aed47b4129f0aedc5147ffdb0f98ea21b,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-000107|episode-000783,0.4283871367191141,0.45
r3-qwen3_8b-s1123-hidden,3,qwen3:8b,1123,hidden,exposed,14046,2025-01-27,2025-01-28,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.4368029311299324,1179,52,stop,fe94f774420f552248f6d7ed3d0d35e98acf264a390c4c09953317ae815ffe4a,6421a756a60b050cd2f0ca8058d350d21c9dfbf8a05366ff0d6aa462e0485182,False,ABSTAIN,0.65,INSUFFICIENT_EVIDENCE|INSUFFICIENT_EVIDENCE,,0.4283871367191141,0.45
r3-qwen3_8b-s0797-hidden,3,qwen3:8b,797,hidden,hidden,14047,2024-03-07,2024-03-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.6154281999915838,1174,64,stop,06f62d0dbae0e2c8e38df7ac9e745d3d53c3fa12f8042a17424b28a6bceed889,423bece2c3b62fee07f98f006f5c1a4fb68a714e197021afe7d632fc7871231b,False,BTC,0.999999977294504,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.4752421340749061,0.5
r3-qwen3_8b-s0797-exposed,3,qwen3:8b,797,exposed,hidden,14048,2024-03-07,2024-03-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.313412120565772,1985,89,stop,39a5cbefbcdca0a01d4207da49174b68c104d2efb9f727e98fc4f3e971b2b747,eb062d5d114daaf74ed13822e344122636928a84f861d3f5ce92f72e124cc092,False,BTC,0.999999977294504,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001161|episode-000830,0.4752421340749061,0.5
r3-qwen3_8b-s0207-hidden,3,qwen3:8b,207,hidden,hidden,14049,2022-07-26,2022-07-27,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.426784485578537,1185,49,stop,ce655cdabd2f4e136b7e54e2979aaf0d41cddc0a47af5f1b7ccd91df4efe342d,5770b27a119173be6f2359e2bede04832d6f0ce6d6927eb235c80cf4ece85674,False,ABSTAIN,0.9999935,BEARISH_ROUTER|HIGH_VOLATILITY,,0.4128134651828909,0.4
