[2026-09-24T05:42:51.878451Z] new run in runs/main: 14928 planned calls
[2026-09-24T05:42:52.359847Z] model block: llama3.3:70b (repeat 1)
[2026-09-24T23:56:29.423699Z] 12715/14928 r3-qwen3_8b-s0279-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:56:31.956285Z] 12716/14928 r3-qwen3_8b-s0279-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T23:56:33.616328Z] 12717/14928 r3-qwen3_8b-s1090-hidden valid=True action=BTC latency=1.7s
[2026-09-24T23:56:36.359448Z] 12718/14928 r3-qwen3_8b-s1090-exposed valid=True action=BTC latency=2.7s
[2026-09-24T23:56:38.915459Z] 12719/14928 r3-qwen3_8b-s0659-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:56:40.317567Z] 12720/14928 r3-qwen3_8b-s0659-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:56:41.654035Z] 12721/14928 r3-qwen3_8b-s0912-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-24T23:56:44.453071Z] 12722/14928 r3-qwen3_8b-s0912-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:56:46.363236Z] 12723/14928 r3-qwen3_8b-s0489-exposed valid=True action=BTC latency=1.9s
[2026-09-24T23:56:48.108941Z] 12724/14928 r3-qwen3_8b-s0489-hidden valid=True action=BTC latency=1.7s
[2026-09-24T23:56:50.879174Z] 12725/14928 r3-qwen3_8b-s0508-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:56:52.392052Z] 12726/14928 r3-qwen3_8b-s0508-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:56:53.884714Z] 12727/14928 r3-qwen3_8b-s0486-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:56:56.443456Z] 12728/14928 r3-qwen3_8b-s0486-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:56:57.885647Z] 12729/14928 r3-qwen3_8b-s0553-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:56:59.794469Z] 12730/14928 r3-qwen3_8b-s0553-exposed valid=True action=ABSTAIN latency=1.9s
[2026-09-24T23:57:02.272824Z] 12731/14928 r3-qwen3_8b-s0790-exposed valid=True action=BTC latency=2.5s
[2026-09-24T23:57:03.956222Z] 12732/14928 r3-qwen3_8b-s0790-hidden valid=True action=BTC latency=1.7s
[2026-09-24T23:57:05.313698Z] 12733/14928 r3-qwen3_8b-s0334-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:57:08.075565Z] 12734/14928 r3-qwen3_8b-s0334-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:57:09.555853Z] 12735/14928 r3-qwen3_8b-s1146-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:57:12.313898Z] 12736/14928 r3-qwen3_8b-s1146-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:57:13.961095Z] 12737/14928 r3-qwen3_8b-s0983-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:57:16.767916Z] 12738/14928 r3-qwen3_8b-s0983-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:57:19.254080Z] 12739/14928 r3-qwen3_8b-s0890-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T23:57:20.648071Z] 12740/14928 r3-qwen3_8b-s0890-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:57:23.066278Z] 12741/14928 r3-qwen3_8b-s0150-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T23:57:24.565455Z] 12742/14928 r3-qwen3_8b-s0150-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:57:26.269396Z] 12743/14928 r3-qwen3_8b-s0666-hidden valid=True action=BTC latency=1.7s
[2026-09-24T23:57:28.976664Z] 12744/14928 r3-qwen3_8b-s0666-exposed valid=True action=BTC latency=2.7s
[2026-09-24T23:57:30.588198Z] 12745/14928 r3-qwen3_8b-s0134-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:57:33.202599Z] 12746/14928 r3-qwen3_8b-s0134-exposed valid=True action=CASH latency=2.6s
[2026-09-24T23:57:35.959378Z] 12747/14928 r3-qwen3_8b-s0926-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:57:37.323235Z] 12748/14928 r3-qwen3_8b-s0926-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:57:39.115668Z] 12749/14928 r3-qwen3_8b-s0502-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T23:57:41.982661Z] 12750/14928 r3-qwen3_8b-s0502-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:57:43.643379Z] 12751/14928 r3-qwen3_8b-s0795-hidden valid=True action=BTC latency=1.6s
[2026-09-24T23:57:45.954079Z] 12752/14928 r3-qwen3_8b-s0795-exposed valid=True action=BTC latency=2.3s
[2026-09-24T23:57:48.891181Z] 12753/14928 r3-qwen3_8b-s0216-exposed valid=True action=CASH latency=2.9s
[2026-09-24T23:57:50.232824Z] 12754/14928 r3-qwen3_8b-s0216-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-24T23:57:51.882775Z] 12755/14928 r3-qwen3_8b-s0350-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:57:54.314110Z] 12756/14928 r3-qwen3_8b-s0350-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T23:57:57.062347Z] 12757/14928 r3-qwen3_8b-s0788-exposed valid=True action=BTC latency=2.7s
[2026-09-24T23:57:58.824742Z] 12758/14928 r3-qwen3_8b-s0788-hidden valid=True action=BTC latency=1.8s
[2026-09-24T23:58:00.271744Z] 12759/14928 r3-qwen3_8b-s1231-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:58:02.986437Z] 12760/14928 r3-qwen3_8b-s1231-exposed valid=True action=BTC latency=2.7s
[2026-09-24T23:58:05.444958Z] 12761/14928 r3-qwen3_8b-s0020-hidden valid=True action=ABSTAIN latency=2.4s
[2026-09-24T23:58:08.149639Z] 12762/14928 r3-qwen3_8b-s0020-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T23:58:09.501738Z] 12763/14928 r3-qwen3_8b-s0793-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-24T23:58:11.954811Z] 12764/14928 r3-qwen3_8b-s0793-exposed valid=True action=BTC latency=2.4s
[2026-09-24T23:58:14.750213Z] 12765/14928 r3-qwen3_8b-s0932-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:58:16.141808Z] 12766/14928 r3-qwen3_8b-s0932-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:58:18.179385Z] 12767/14928 r3-qwen3_8b-s0617-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-24T23:58:19.558646Z] 12768/14928 r3-qwen3_8b-s0617-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:58:22.023874Z] 12769/14928 r3-qwen3_8b-s1043-exposed valid=True action=BTC latency=2.5s
[2026-09-24T23:58:23.804381Z] 12770/14928 r3-qwen3_8b-s1043-hidden valid=True action=BTC latency=1.8s
[2026-09-24T23:58:25.493016Z] 12771/14928 r3-qwen3_8b-s1166-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T23:58:27.902190Z] 12772/14928 r3-qwen3_8b-s1166-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T23:58:29.771714Z] 12773/14928 r3-qwen3_8b-s0768-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-24T23:58:32.666634Z] 12774/14928 r3-qwen3_8b-s0768-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:58:34.235298Z] 12775/14928 r3-qwen3_8b-s0026-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:58:36.673177Z] 12776/14928 r3-qwen3_8b-s0026-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T23:58:39.474707Z] 12777/14928 r3-qwen3_8b-s0937-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:58:40.973906Z] 12778/14928 r3-qwen3_8b-s0937-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:58:43.573089Z] 12779/14928 r3-qwen3_8b-s0358-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:58:45.032967Z] 12780/14928 r3-qwen3_8b-s0358-hidden valid=True action=CASH latency=1.5s
[2026-09-24T23:58:46.891290Z] 12781/14928 r3-qwen3_8b-s0637-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T23:58:49.444934Z] 12782/14928 r3-qwen3_8b-s0637-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:58:52.318979Z] 12783/14928 r3-qwen3_8b-s0487-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:58:53.808932Z] 12784/14928 r3-qwen3_8b-s0487-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:58:56.589167Z] 12785/14928 r3-qwen3_8b-s0535-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:58:58.157880Z] 12786/14928 r3-qwen3_8b-s0535-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T23:59:00.629558Z] 12787/14928 r3-qwen3_8b-s0774-exposed valid=True action=BTC latency=2.5s
[2026-09-24T23:59:02.352068Z] 12788/14928 r3-qwen3_8b-s0774-hidden valid=True action=BTC latency=1.7s
[2026-09-24T23:59:05.213630Z] 12789/14928 r3-qwen3_8b-s0835-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:59:06.606065Z] 12790/14928 r3-qwen3_8b-s0835-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:59:09.465783Z] 12791/14928 r3-qwen3_8b-s0901-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:59:11.252680Z] 12792/14928 r3-qwen3_8b-s0901-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T23:59:12.998352Z] 12793/14928 r3-qwen3_8b-s0218-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T23:59:15.865259Z] 12794/14928 r3-qwen3_8b-s0218-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:59:17.390007Z] 12795/14928 r3-qwen3_8b-s0490-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:59:19.971015Z] 12796/14928 r3-qwen3_8b-s0490-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:59:21.883146Z] 12797/14928 r3-qwen3_8b-s1098-hidden valid=True action=BTC latency=1.9s
[2026-09-24T23:59:24.230286Z] 12798/14928 r3-qwen3_8b-s1098-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-24T23:59:25.934132Z] 12799/14928 r3-qwen3_8b-s1151-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T23:59:28.689624Z] 12800/14928 r3-qwen3_8b-s1151-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:59:30.484620Z] 12801/14928 r3-qwen3_8b-s1002-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:59:33.350822Z] 12802/14928 r3-qwen3_8b-s1002-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:59:34.737353Z] 12803/14928 r3-qwen3_8b-s0586-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:59:37.599624Z] 12804/14928 r3-qwen3_8b-s0586-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T23:59:40.252738Z] 12805/14928 r3-qwen3_8b-s0360-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:59:41.621684Z] 12806/14928 r3-qwen3_8b-s0360-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T23:59:43.880778Z] 12807/14928 r3-qwen3_8b-s0359-exposed valid=True action=CASH latency=2.3s
[2026-09-24T23:59:45.423701Z] 12808/14928 r3-qwen3_8b-s0359-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:59:46.925295Z] 12809/14928 r3-qwen3_8b-s0603-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:59:49.541211Z] 12810/14928 r3-qwen3_8b-s0603-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T23:59:51.042011Z] 12811/14928 r3-qwen3_8b-s1227-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T23:59:53.656547Z] 12812/14928 r3-qwen3_8b-s1227-exposed valid=True action=BTC latency=2.6s
[2026-09-24T23:59:56.464577Z] 12813/14928 r3-qwen3_8b-s1188-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T23:59:58.126377Z] 12814/14928 r3-qwen3_8b-s1188-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T23:59:59.424931Z] 12815/14928 r3-qwen3_8b-s0803-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:00:02.060599Z] 12816/14928 r3-qwen3_8b-s0803-exposed valid=True action=BTC latency=2.6s
[2026-09-25T00:00:04.355844Z] 12817/14928 r3-qwen3_8b-s0351-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:00:05.735928Z] 12818/14928 r3-qwen3_8b-s0351-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:00:08.431617Z] 12819/14928 r3-qwen3_8b-s0769-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:00:09.829530Z] 12820/14928 r3-qwen3_8b-s0769-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:00:11.509462Z] 12821/14928 r3-qwen3_8b-s0683-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:00:13.995017Z] 12822/14928 r3-qwen3_8b-s0683-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:00:15.657247Z] 12823/14928 r3-qwen3_8b-s1185-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:00:17.902434Z] 12824/14928 r3-qwen3_8b-s1185-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T00:00:20.669616Z] 12825/14928 r3-qwen3_8b-s0316-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:00:22.288331Z] 12826/14928 r3-qwen3_8b-s0316-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:00:24.096738Z] 12827/14928 r3-qwen3_8b-s0139-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:00:26.540120Z] 12828/14928 r3-qwen3_8b-s0139-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:00:29.099287Z] 12829/14928 r3-qwen3_8b-s0580-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:00:30.861600Z] 12830/14928 r3-qwen3_8b-s0580-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:00:32.750830Z] 12831/14928 r3-qwen3_8b-s0856-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:00:35.575490Z] 12832/14928 r3-qwen3_8b-s0856-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:00:38.461229Z] 12833/14928 r3-qwen3_8b-s1200-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:00:40.022228Z] 12834/14928 r3-qwen3_8b-s1200-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:00:42.631348Z] 12835/14928 r3-qwen3_8b-s0204-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:00:43.946661Z] 12836/14928 r3-qwen3_8b-s0204-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:00:45.320562Z] 12837/14928 r3-qwen3_8b-s0969-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:00:47.889478Z] 12838/14928 r3-qwen3_8b-s0969-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:00:49.619970Z] 12839/14928 r3-qwen3_8b-s0113-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:00:51.699200Z] 12840/14928 r3-qwen3_8b-s0113-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T00:00:53.518074Z] 12841/14928 r3-qwen3_8b-s0416-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:00:55.973343Z] 12842/14928 r3-qwen3_8b-s0416-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:00:58.614698Z] 12843/14928 r3-qwen3_8b-s0121-exposed valid=True action=CASH latency=2.6s
[2026-09-25T00:00:59.957953Z] 12844/14928 r3-qwen3_8b-s0121-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:01:01.727740Z] 12845/14928 r3-qwen3_8b-s0924-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:01:04.413088Z] 12846/14928 r3-qwen3_8b-s0924-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:01:05.908964Z] 12847/14928 r3-qwen3_8b-s0898-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:01:08.422289Z] 12848/14928 r3-qwen3_8b-s0898-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:01:11.039612Z] 12849/14928 r3-qwen3_8b-s0097-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:01:12.868141Z] 12850/14928 r3-qwen3_8b-s0097-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:01:14.505471Z] 12851/14928 r3-qwen3_8b-s0179-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:01:16.983438Z] 12852/14928 r3-qwen3_8b-s0179-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:01:19.248954Z] 12853/14928 r3-qwen3_8b-s0115-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:01:20.991366Z] 12854/14928 r3-qwen3_8b-s0115-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:01:23.794424Z] 12855/14928 r3-qwen3_8b-s0854-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:01:25.551421Z] 12856/14928 r3-qwen3_8b-s0854-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:01:27.164425Z] 12857/14928 r3-qwen3_8b-s0705-hidden valid=True action=BTC latency=1.6s
[2026-09-25T00:01:29.635359Z] 12858/14928 r3-qwen3_8b-s0705-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:01:32.146024Z] 12859/14928 r3-qwen3_8b-s0665-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:01:33.917991Z] 12860/14928 r3-qwen3_8b-s0665-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:01:35.644048Z] 12861/14928 r3-qwen3_8b-s0684-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:01:38.104598Z] 12862/14928 r3-qwen3_8b-s0684-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:01:40.482315Z] 12863/14928 r3-qwen3_8b-s1162-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:01:41.901751Z] 12864/14928 r3-qwen3_8b-s1162-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:01:43.294516Z] 12865/14928 r3-qwen3_8b-s0562-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:01:45.452007Z] 12866/14928 r3-qwen3_8b-s0562-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T00:01:47.808653Z] 12867/14928 r3-qwen3_8b-s1079-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:01:49.459058Z] 12868/14928 r3-qwen3_8b-s1079-hidden valid=True action=BTC latency=1.6s
[2026-09-25T00:01:50.791745Z] 12869/14928 r3-qwen3_8b-s0013-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:01:53.485368Z] 12870/14928 r3-qwen3_8b-s0013-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:01:54.934411Z] 12871/14928 r3-qwen3_8b-s0649-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:01:57.730209Z] 12872/14928 r3-qwen3_8b-s0649-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:02:00.135413Z] 12873/14928 r3-qwen3_8b-s0699-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:02:01.863317Z] 12874/14928 r3-qwen3_8b-s0699-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:02:03.439584Z] 12875/14928 r3-qwen3_8b-s0273-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:02:05.563036Z] 12876/14928 r3-qwen3_8b-s0273-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T00:02:08.299982Z] 12877/14928 r3-qwen3_8b-s0282-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:02:09.835131Z] 12878/14928 r3-qwen3_8b-s0282-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:02:11.538020Z] 12879/14928 r3-qwen3_8b-s0784-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:02:13.524022Z] 12880/14928 r3-qwen3_8b-s0784-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T00:02:15.289355Z] 12881/14928 r3-qwen3_8b-s1155-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:02:17.927947Z] 12882/14928 r3-qwen3_8b-s1155-exposed valid=True action=CASH latency=2.6s
[2026-09-25T00:02:20.735172Z] 12883/14928 r3-qwen3_8b-s1152-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:02:22.530060Z] 12884/14928 r3-qwen3_8b-s1152-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:02:24.834894Z] 12885/14928 r3-qwen3_8b-s0675-exposed valid=True action=BTC latency=2.3s
[2026-09-25T00:02:26.143368Z] 12886/14928 r3-qwen3_8b-s0675-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:02:27.507617Z] 12887/14928 r3-qwen3_8b-s0621-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:02:30.343186Z] 12888/14928 r3-qwen3_8b-s0621-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:02:32.077983Z] 12889/14928 r3-qwen3_8b-s1084-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:02:34.522022Z] 12890/14928 r3-qwen3_8b-s1084-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:02:36.358896Z] 12891/14928 r3-qwen3_8b-s0522-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:02:39.191097Z] 12892/14928 r3-qwen3_8b-s0522-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:02:41.421886Z] 12893/14928 r3-qwen3_8b-s0451-exposed valid=True action=BTC latency=2.2s
[2026-09-25T00:02:42.775511Z] 12894/14928 r3-qwen3_8b-s0451-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:02:44.491927Z] 12895/14928 r3-qwen3_8b-s0947-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:02:47.266036Z] 12896/14928 r3-qwen3_8b-s0947-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:02:49.889881Z] 12897/14928 r3-qwen3_8b-s0138-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:02:51.481152Z] 12898/14928 r3-qwen3_8b-s0138-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:02:53.177875Z] 12899/14928 r3-qwen3_8b-s0261-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:02:55.763927Z] 12900/14928 r3-qwen3_8b-s0261-exposed valid=True action=CASH latency=2.6s
[2026-09-25T00:02:57.861616Z] 12901/14928 r3-qwen3_8b-s0474-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:03:00.466282Z] 12902/14928 r3-qwen3_8b-s0474-exposed valid=True action=BTC latency=2.6s
[2026-09-25T00:03:01.819273Z] 12903/14928 r3-qwen3_8b-s0047-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:03:04.532389Z] 12904/14928 r3-qwen3_8b-s0047-exposed valid=True action=CASH latency=2.7s
[2026-09-25T00:03:06.206748Z] 12905/14928 r3-qwen3_8b-s1047-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:03:08.346855Z] 12906/14928 r3-qwen3_8b-s1047-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T00:03:10.948295Z] 12907/14928 r3-qwen3_8b-s0870-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:03:12.317412Z] 12908/14928 r3-qwen3_8b-s0870-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:03:14.607813Z] 12909/14928 r3-qwen3_8b-s0354-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:03:16.171181Z] 12910/14928 r3-qwen3_8b-s0354-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:03:17.632676Z] 12911/14928 r3-qwen3_8b-s1087-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:03:19.982985Z] 12912/14928 r3-qwen3_8b-s1087-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:03:22.869098Z] 12913/14928 r3-qwen3_8b-s0087-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:03:24.364641Z] 12914/14928 r3-qwen3_8b-s0087-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:03:26.148872Z] 12915/14928 r3-qwen3_8b-s0773-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:03:28.653025Z] 12916/14928 r3-qwen3_8b-s0773-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:03:30.064551Z] 12917/14928 r3-qwen3_8b-s1024-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:03:32.536209Z] 12918/14928 r3-qwen3_8b-s1024-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:03:35.102242Z] 12919/14928 r3-qwen3_8b-s1143-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:03:36.922466Z] 12920/14928 r3-qwen3_8b-s1143-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:03:39.831465Z] 12921/14928 r3-qwen3_8b-s0203-exposed valid=True action=CASH latency=2.9s
[2026-09-25T00:03:41.315524Z] 12922/14928 r3-qwen3_8b-s0203-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:03:43.184534Z] 12923/14928 r3-qwen3_8b-s0763-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:03:45.809286Z] 12924/14928 r3-qwen3_8b-s0763-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:03:48.487148Z] 12925/14928 r3-qwen3_8b-s0234-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:03:49.961342Z] 12926/14928 r3-qwen3_8b-s0234-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:03:52.523946Z] 12927/14928 r3-qwen3_8b-s0483-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:03:54.043282Z] 12928/14928 r3-qwen3_8b-s0483-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:03:55.631351Z] 12929/14928 r3-qwen3_8b-s0012-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:03:58.140301Z] 12930/14928 r3-qwen3_8b-s0012-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:04:00.417668Z] 12931/14928 r3-qwen3_8b-s0352-exposed valid=True action=ABSTAIN latency=2.3s
