[2026-09-25T01:43:39.960937Z] new extension in runs/extension: 14928 planned calls
[2026-09-25T01:43:40.478293Z] model block: qwen3-coder:30b (repeat 1)
[2026-09-25T09:54:39.476285Z] 12584/14928 r3-gemma4_latest-s1107-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T09:54:41.982596Z] 12585/14928 r3-gemma4_latest-s1070-exposed valid=True action=BTC latency=2.5s
[2026-09-25T09:54:43.885892Z] 12586/14928 r3-gemma4_latest-s1070-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:54:45.821206Z] 12587/14928 r3-gemma4_latest-s1092-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:54:48.120726Z] 12588/14928 r3-gemma4_latest-s1092-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:54:50.229872Z] 12589/14928 r3-gemma4_latest-s0838-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:54:52.660661Z] 12590/14928 r3-gemma4_latest-s0838-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:54:54.617143Z] 12591/14928 r3-gemma4_latest-s0565-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T09:54:56.718491Z] 12592/14928 r3-gemma4_latest-s0565-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:54:58.979948Z] 12593/14928 r3-gemma4_latest-s1217-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:55:01.011735Z] 12594/14928 r3-gemma4_latest-s1217-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:55:03.566470Z] 12595/14928 r3-gemma4_latest-s0208-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:55:05.180757Z] 12596/14928 r3-gemma4_latest-s0208-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:55:07.658250Z] 12597/14928 r3-gemma4_latest-s0672-exposed valid=True action=BTC latency=2.5s
[2026-09-25T09:55:09.612741Z] 12598/14928 r3-gemma4_latest-s0672-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:55:12.467437Z] 12599/14928 r3-gemma4_latest-s0570-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T09:55:14.238418Z] 12600/14928 r3-gemma4_latest-s0570-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T09:55:17.039553Z] 12601/14928 r3-gemma4_latest-s0712-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:55:19.050702Z] 12602/14928 r3-gemma4_latest-s0712-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:55:20.684033Z] 12603/14928 r3-gemma4_latest-s1164-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:55:23.113299Z] 12604/14928 r3-gemma4_latest-s1164-exposed valid=True action=CASH latency=2.4s
[2026-09-25T09:55:25.084488Z] 12605/14928 r3-gemma4_latest-s0697-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:55:27.581604Z] 12606/14928 r3-gemma4_latest-s0697-exposed valid=True action=BTC latency=2.5s
[2026-09-25T09:55:29.795051Z] 12607/14928 r3-gemma4_latest-s1076-exposed valid=True action=BTC latency=2.2s
[2026-09-25T09:55:32.040773Z] 12608/14928 r3-gemma4_latest-s1076-hidden valid=True action=BTC latency=2.2s
[2026-09-25T09:55:34.583263Z] 12609/14928 r3-gemma4_latest-s1147-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T09:55:36.696774Z] 12610/14928 r3-gemma4_latest-s1147-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:55:39.411530Z] 12611/14928 r3-gemma4_latest-s0061-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:55:41.043926Z] 12612/14928 r3-gemma4_latest-s0061-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:55:43.414035Z] 12613/14928 r3-gemma4_latest-s1149-hidden valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:55:46.494177Z] 12614/14928 r3-gemma4_latest-s1149-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T09:55:48.748949Z] 12615/14928 r3-gemma4_latest-s0892-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:55:50.956495Z] 12616/14928 r3-gemma4_latest-s0892-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:55:53.036988Z] 12617/14928 r3-gemma4_latest-s1127-hidden valid=True action=BTC latency=2.1s
[2026-09-25T09:55:55.368711Z] 12618/14928 r3-gemma4_latest-s1127-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:55:57.816759Z] 12619/14928 r3-gemma4_latest-s0404-exposed valid=True action=BTC latency=2.4s
[2026-09-25T09:55:59.725508Z] 12620/14928 r3-gemma4_latest-s0404-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:56:02.034316Z] 12621/14928 r3-gemma4_latest-s0999-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:56:04.446637Z] 12622/14928 r3-gemma4_latest-s0999-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:56:06.119871Z] 12623/14928 r3-gemma4_latest-s0232-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:56:08.668327Z] 12624/14928 r3-gemma4_latest-s0232-exposed valid=True action=CASH latency=2.5s
[2026-09-25T09:56:10.934975Z] 12625/14928 r3-gemma4_latest-s0452-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:56:12.821271Z] 12626/14928 r3-gemma4_latest-s0452-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:56:15.253583Z] 12627/14928 r3-gemma4_latest-s0283-exposed valid=True action=CASH latency=2.4s
[2026-09-25T09:56:16.970867Z] 12628/14928 r3-gemma4_latest-s0283-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:56:19.104408Z] 12629/14928 r3-gemma4_latest-s1018-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:56:21.250099Z] 12630/14928 r3-gemma4_latest-s1018-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:56:23.898105Z] 12631/14928 r3-gemma4_latest-s0059-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:56:25.492041Z] 12632/14928 r3-gemma4_latest-s0059-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:56:27.186428Z] 12633/14928 r3-gemma4_latest-s0264-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:56:29.801402Z] 12634/14928 r3-gemma4_latest-s0264-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:56:31.902937Z] 12635/14928 r3-gemma4_latest-s0837-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:56:34.301582Z] 12636/14928 r3-gemma4_latest-s0837-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:56:36.549448Z] 12637/14928 r3-gemma4_latest-s0414-exposed valid=True action=BTC latency=2.2s
[2026-09-25T09:56:38.726180Z] 12638/14928 r3-gemma4_latest-s0414-hidden valid=True action=BTC latency=2.2s
[2026-09-25T09:56:41.812473Z] 12639/14928 r3-gemma4_latest-s0875-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T09:56:44.021052Z] 12640/14928 r3-gemma4_latest-s0875-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:56:46.012377Z] 12641/14928 r3-gemma4_latest-s0443-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:56:48.432865Z] 12642/14928 r3-gemma4_latest-s0443-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:56:50.923195Z] 12643/14928 r3-gemma4_latest-s1044-exposed valid=True action=BTC latency=2.5s
[2026-09-25T09:56:52.839627Z] 12644/14928 r3-gemma4_latest-s1044-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:56:55.291128Z] 12645/14928 r3-gemma4_latest-s0224-exposed valid=True action=CASH latency=2.4s
[2026-09-25T09:56:57.008043Z] 12646/14928 r3-gemma4_latest-s0224-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:56:59.393140Z] 12647/14928 r3-gemma4_latest-s1199-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:57:01.627218Z] 12648/14928 r3-gemma4_latest-s1199-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:57:03.288014Z] 12649/14928 r3-gemma4_latest-s0263-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:57:05.943733Z] 12650/14928 r3-gemma4_latest-s0263-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:57:09.018608Z] 12651/14928 r3-gemma4_latest-s0996-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T09:57:11.157710Z] 12652/14928 r3-gemma4_latest-s0996-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:57:13.842770Z] 12653/14928 r3-gemma4_latest-s0140-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:57:15.560869Z] 12654/14928 r3-gemma4_latest-s0140-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:57:17.620009Z] 12655/14928 r3-gemma4_latest-s1130-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:57:19.528747Z] 12656/14928 r3-gemma4_latest-s1130-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T09:57:21.764502Z] 12657/14928 r3-gemma4_latest-s0601-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:57:23.792014Z] 12658/14928 r3-gemma4_latest-s0601-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T09:57:26.239722Z] 12659/14928 r3-gemma4_latest-s1017-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:57:28.653719Z] 12660/14928 r3-gemma4_latest-s1017-hidden valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:57:30.912402Z] 12661/14928 r3-gemma4_latest-s1126-exposed valid=True action=BTC latency=2.2s
[2026-09-25T09:57:32.841339Z] 12662/14928 r3-gemma4_latest-s1126-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:57:34.434169Z] 12663/14928 r3-gemma4_latest-s1158-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:57:36.950279Z] 12664/14928 r3-gemma4_latest-s1158-exposed valid=True action=CASH latency=2.5s
[2026-09-25T09:57:39.281861Z] 12665/14928 r3-gemma4_latest-s0951-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:57:41.784281Z] 12666/14928 r3-gemma4_latest-s0951-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T09:57:44.436572Z] 12667/14928 r3-gemma4_latest-s0168-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:57:46.194503Z] 12668/14928 r3-gemma4_latest-s0168-hidden valid=True action=CASH latency=1.8s
[2026-09-25T09:57:48.458046Z] 12669/14928 r3-gemma4_latest-s0753-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:57:50.995194Z] 12670/14928 r3-gemma4_latest-s0753-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T09:57:52.891579Z] 12671/14928 r3-gemma4_latest-s1235-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:57:55.608182Z] 12672/14928 r3-gemma4_latest-s1235-exposed valid=True action=BTC latency=2.7s
[2026-09-25T09:57:57.953173Z] 12673/14928 r3-gemma4_latest-s0989-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:58:00.857079Z] 12674/14928 r3-gemma4_latest-s0989-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T09:58:03.096946Z] 12675/14928 r3-gemma4_latest-s0794-hidden valid=True action=BTC latency=2.2s
[2026-09-25T09:58:05.304008Z] 12676/14928 r3-gemma4_latest-s0794-exposed valid=True action=BTC latency=2.2s
[2026-09-25T09:58:07.966733Z] 12677/14928 r3-gemma4_latest-s0058-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:58:09.579287Z] 12678/14928 r3-gemma4_latest-s0058-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:58:11.516822Z] 12679/14928 r3-gemma4_latest-s0802-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:58:13.868981Z] 12680/14928 r3-gemma4_latest-s0802-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:58:15.492815Z] 12681/14928 r3-gemma4_latest-s0003-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:58:17.873786Z] 12682/14928 r3-gemma4_latest-s0003-exposed valid=True action=CASH latency=2.4s
[2026-09-25T09:58:19.540951Z] 12683/14928 r3-gemma4_latest-s1163-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:58:22.198632Z] 12684/14928 r3-gemma4_latest-s1163-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:58:23.873681Z] 12685/14928 r3-gemma4_latest-s0155-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:58:26.470425Z] 12686/14928 r3-gemma4_latest-s0155-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:58:28.221543Z] 12687/14928 r3-gemma4_latest-s1192-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:58:30.919169Z] 12688/14928 r3-gemma4_latest-s1192-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:58:32.541037Z] 12689/14928 r3-gemma4_latest-s0271-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:58:35.041433Z] 12690/14928 r3-gemma4_latest-s0271-exposed valid=True action=CASH latency=2.5s
[2026-09-25T09:58:37.478163Z] 12691/14928 r3-gemma4_latest-s1021-exposed valid=True action=BTC latency=2.4s
[2026-09-25T09:58:39.614149Z] 12692/14928 r3-gemma4_latest-s1021-hidden valid=True action=BTC latency=2.1s
[2026-09-25T09:58:42.188106Z] 12693/14928 r3-gemma4_latest-s1119-exposed valid=True action=BTC latency=2.6s
[2026-09-25T09:58:44.270120Z] 12694/14928 r3-gemma4_latest-s1119-hidden valid=True action=BTC latency=2.1s
[2026-09-25T09:58:46.728153Z] 12695/14928 r3-gemma4_latest-s0014-exposed valid=True action=CASH latency=2.5s
[2026-09-25T09:58:48.397243Z] 12696/14928 r3-gemma4_latest-s0014-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:58:50.745999Z] 12697/14928 r3-gemma4_latest-s0751-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:58:52.822800Z] 12698/14928 r3-gemma4_latest-s0751-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:58:55.286959Z] 12699/14928 r3-gemma4_latest-s0377-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T09:58:57.607135Z] 12700/14928 r3-gemma4_latest-s0377-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:59:00.478067Z] 12701/14928 r3-gemma4_latest-s0848-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:59:02.630338Z] 12702/14928 r3-gemma4_latest-s0848-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:59:04.262560Z] 12703/14928 r3-gemma4_latest-s0176-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:59:06.808850Z] 12704/14928 r3-gemma4_latest-s0176-exposed valid=True action=CASH latency=2.5s
[2026-09-25T09:59:08.390138Z] 12705/14928 r3-gemma4_latest-s0958-hidden valid=True action=CASH latency=1.6s
[2026-09-25T09:59:11.037648Z] 12706/14928 r3-gemma4_latest-s0958-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:59:13.829574Z] 12707/14928 r3-gemma4_latest-s0400-exposed valid=True action=BTC latency=2.8s
[2026-09-25T09:59:15.808720Z] 12708/14928 r3-gemma4_latest-s0400-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:59:17.746261Z] 12709/14928 r3-gemma4_latest-s0458-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:59:20.277112Z] 12710/14928 r3-gemma4_latest-s0458-exposed valid=True action=BTC latency=2.5s
[2026-09-25T09:59:22.865458Z] 12711/14928 r3-gemma4_latest-s0200-exposed valid=True action=CASH latency=2.6s
[2026-09-25T09:59:24.529531Z] 12712/14928 r3-gemma4_latest-s0200-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:59:26.403079Z] 12713/14928 r3-gemma4_latest-s0277-hidden valid=True action=CASH latency=1.9s
[2026-09-25T09:59:28.765608Z] 12714/14928 r3-gemma4_latest-s0277-exposed valid=True action=CASH latency=2.4s
[2026-09-25T09:59:30.443099Z] 12715/14928 r3-gemma4_latest-s0279-hidden valid=True action=CASH latency=1.7s
[2026-09-25T09:59:33.159321Z] 12716/14928 r3-gemma4_latest-s0279-exposed valid=True action=CASH latency=2.7s
[2026-09-25T09:59:35.080920Z] 12717/14928 r3-gemma4_latest-s1090-hidden valid=True action=BTC latency=1.9s
[2026-09-25T09:59:37.773265Z] 12718/14928 r3-gemma4_latest-s1090-exposed valid=True action=BTC latency=2.7s
[2026-09-25T09:59:40.015933Z] 12719/14928 r3-gemma4_latest-s0659-exposed valid=True action=BTC latency=2.2s
[2026-09-25T09:59:41.997276Z] 12720/14928 r3-gemma4_latest-s0659-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:59:44.191968Z] 12721/14928 r3-gemma4_latest-s0912-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:59:46.529935Z] 12722/14928 r3-gemma4_latest-s0912-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T09:59:48.873182Z] 12723/14928 r3-gemma4_latest-s0489-exposed valid=True action=BTC latency=2.3s
[2026-09-25T09:59:50.897640Z] 12724/14928 r3-gemma4_latest-s0489-hidden valid=True action=BTC latency=2.0s
[2026-09-25T09:59:53.272200Z] 12725/14928 r3-gemma4_latest-s0508-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T09:59:55.504975Z] 12726/14928 r3-gemma4_latest-s0508-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T09:59:57.577145Z] 12727/14928 r3-gemma4_latest-s0486-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T09:59:59.920235Z] 12728/14928 r3-gemma4_latest-s0486-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:00:01.835641Z] 12729/14928 r3-gemma4_latest-s0553-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:00:04.219160Z] 12730/14928 r3-gemma4_latest-s0553-exposed valid=True action=BTC latency=2.4s
[2026-09-25T10:00:06.733298Z] 12731/14928 r3-gemma4_latest-s0790-exposed valid=True action=BTC latency=2.5s
[2026-09-25T10:00:08.586856Z] 12732/14928 r3-gemma4_latest-s0790-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:00:10.175336Z] 12733/14928 r3-gemma4_latest-s0334-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:00:12.750631Z] 12734/14928 r3-gemma4_latest-s0334-exposed valid=True action=CASH latency=2.6s
[2026-09-25T10:00:14.968358Z] 12735/14928 r3-gemma4_latest-s1146-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T10:00:17.400100Z] 12736/14928 r3-gemma4_latest-s1146-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T10:00:19.601244Z] 12737/14928 r3-gemma4_latest-s0983-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T10:00:22.402490Z] 12738/14928 r3-gemma4_latest-s0983-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T10:00:24.817735Z] 12739/14928 r3-gemma4_latest-s0890-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T10:00:26.931513Z] 12740/14928 r3-gemma4_latest-s0890-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:00:29.586637Z] 12741/14928 r3-gemma4_latest-s0150-exposed valid=True action=CASH latency=2.6s
[2026-09-25T10:00:31.304064Z] 12742/14928 r3-gemma4_latest-s0150-hidden valid=True action=CASH latency=1.7s
[2026-09-25T10:00:33.237362Z] 12743/14928 r3-gemma4_latest-s0666-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:00:35.953572Z] 12744/14928 r3-gemma4_latest-s0666-exposed valid=True action=BTC latency=2.7s
[2026-09-25T10:00:37.577500Z] 12745/14928 r3-gemma4_latest-s0134-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:00:40.144478Z] 12746/14928 r3-gemma4_latest-s0134-exposed valid=True action=CASH latency=2.6s
[2026-09-25T10:00:42.433001Z] 12747/14928 r3-gemma4_latest-s0926-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:00:44.329701Z] 12748/14928 r3-gemma4_latest-s0926-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T10:00:46.641679Z] 12749/14928 r3-gemma4_latest-s0502-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:00:49.133178Z] 12750/14928 r3-gemma4_latest-s0502-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T10:00:51.029563Z] 12751/14928 r3-gemma4_latest-s0795-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:00:53.139262Z] 12752/14928 r3-gemma4_latest-s0795-exposed valid=True action=BTC latency=2.1s
[2026-09-25T10:00:55.689563Z] 12753/14928 r3-gemma4_latest-s0216-exposed valid=True action=CASH latency=2.5s
[2026-09-25T10:00:57.332849Z] 12754/14928 r3-gemma4_latest-s0216-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:00:59.431673Z] 12755/14928 r3-gemma4_latest-s0350-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:01:01.822771Z] 12756/14928 r3-gemma4_latest-s0350-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T10:01:04.176890Z] 12757/14928 r3-gemma4_latest-s0788-exposed valid=True action=BTC latency=2.4s
[2026-09-25T10:01:06.138606Z] 12758/14928 r3-gemma4_latest-s0788-hidden valid=True action=BTC latency=2.0s
[2026-09-25T10:01:08.012120Z] 12759/14928 r3-gemma4_latest-s1231-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:01:10.557963Z] 12760/14928 r3-gemma4_latest-s1231-exposed valid=True action=BTC latency=2.5s
[2026-09-25T10:01:12.195305Z] 12761/14928 r3-gemma4_latest-s0020-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:01:14.801568Z] 12762/14928 r3-gemma4_latest-s0020-exposed valid=True action=CASH latency=2.6s
[2026-09-25T10:01:17.026411Z] 12763/14928 r3-gemma4_latest-s0793-hidden valid=True action=BTC latency=2.2s
[2026-09-25T10:01:19.297262Z] 12764/14928 r3-gemma4_latest-s0793-exposed valid=True action=BTC latency=2.3s
[2026-09-25T10:01:22.366895Z] 12765/14928 r3-gemma4_latest-s0932-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T10:01:24.624373Z] 12766/14928 r3-gemma4_latest-s0932-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:01:27.676228Z] 12767/14928 r3-gemma4_latest-s0617-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T10:01:29.821711Z] 12768/14928 r3-gemma4_latest-s0617-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:01:31.937706Z] 12769/14928 r3-gemma4_latest-s1043-exposed valid=True action=BTC latency=2.1s
[2026-09-25T10:01:33.943312Z] 12770/14928 r3-gemma4_latest-s1043-hidden valid=True action=BTC latency=2.0s
[2026-09-25T10:01:35.570567Z] 12771/14928 r3-gemma4_latest-s1166-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:01:37.907613Z] 12772/14928 r3-gemma4_latest-s1166-exposed valid=True action=CASH latency=2.3s
[2026-09-25T10:01:39.878816Z] 12773/14928 r3-gemma4_latest-s0768-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T10:01:42.030064Z] 12774/14928 r3-gemma4_latest-s0768-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:01:43.771740Z] 12775/14928 r3-gemma4_latest-s0026-hidden valid=True action=CASH latency=1.7s
[2026-09-25T10:01:46.336854Z] 12776/14928 r3-gemma4_latest-s0026-exposed valid=True action=CASH latency=2.6s
[2026-09-25T10:01:48.800714Z] 12777/14928 r3-gemma4_latest-s0937-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T10:01:51.049502Z] 12778/14928 r3-gemma4_latest-s0937-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T10:01:53.703466Z] 12779/14928 r3-gemma4_latest-s0358-exposed valid=True action=CASH latency=2.7s
[2026-09-25T10:01:55.405440Z] 12780/14928 r3-gemma4_latest-s0358-hidden valid=True action=CASH latency=1.7s
[2026-09-25T10:01:57.636312Z] 12781/14928 r3-gemma4_latest-s0637-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T10:02:00.691427Z] 12782/14928 r3-gemma4_latest-s0637-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T10:02:02.949595Z] 12783/14928 r3-gemma4_latest-s0487-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:02:04.824443Z] 12784/14928 r3-gemma4_latest-s0487-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T10:02:07.200905Z] 12785/14928 r3-gemma4_latest-s0535-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T10:02:09.475136Z] 12786/14928 r3-gemma4_latest-s0535-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:02:12.238494Z] 12787/14928 r3-gemma4_latest-s0774-exposed valid=True action=BTC latency=2.8s
[2026-09-25T10:02:14.106648Z] 12788/14928 r3-gemma4_latest-s0774-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:02:16.105901Z] 12789/14928 r3-gemma4_latest-s0835-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T10:02:18.084190Z] 12790/14928 r3-gemma4_latest-s0835-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T10:02:20.476012Z] 12791/14928 r3-gemma4_latest-s0901-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T10:02:22.602659Z] 12792/14928 r3-gemma4_latest-s0901-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:02:24.225813Z] 12793/14928 r3-gemma4_latest-s0218-hidden valid=True action=CASH latency=1.6s
[2026-09-25T10:02:26.729648Z] 12794/14928 r3-gemma4_latest-s0218-exposed valid=True action=CASH latency=2.5s
[2026-09-25T10:02:28.644767Z] 12795/14928 r3-gemma4_latest-s0490-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:02:30.969169Z] 12796/14928 r3-gemma4_latest-s0490-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:02:32.827394Z] 12797/14928 r3-gemma4_latest-s1098-hidden valid=True action=BTC latency=1.9s
[2026-09-25T10:02:35.132627Z] 12798/14928 r3-gemma4_latest-s1098-exposed valid=True action=BTC latency=2.3s
[2026-09-25T10:02:37.205021Z] 12799/14928 r3-gemma4_latest-s1151-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T10:02:40.192841Z] 12800/14928 r3-gemma4_latest-s1151-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T10:02:42.699341Z] 12801/14928 r3-gemma4_latest-s1002-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T10:02:44.946836Z] 12802/14928 r3-gemma4_latest-s1002-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T10:02:46.894534Z] 12803/14928 r3-gemma4_latest-s0586-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T10:02:49.202574Z] 12804/14928 r3-gemma4_latest-s0586-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T10:02:51.770224Z] 12805/14928 r3-gemma4_latest-s0360-exposed valid=True action=CASH latency=2.6s
